"numero";"ano";"id_unidade_requisitante";"nome_unidade_requisitante";"id_unidade_custo";"nome_unidade_custo";"data_envio";"descricao";"local";"observacoes";"status";"processo"
"498";"2011";"123";"DEPARTAMENTO DE GEOLOGIA";"123";"DEPARTAMENTO DE GEOLOGIA";;"SOLICITO CABOS DE INTERNET COM OS TERMINAIS, PARA INTERLIGAR OS COMPUTADORES COM UM HUBBY, NO LABORATÓRIO LEGEO, COORDENADO PELO PROF. AMARAL. PROCURAR MARCONI, NA SECRETARIA DO DEPARTAMENTO DE GEOLOGIA. DPO - PROJ. INST. ELÉTRICAS";"SOLICITO CABOS DE INTERNET COM OS TERMINAIS, PARA INTERLIGAR OS COMPUTADORES COM UM HUBBY, NO LABORATÓRIO LEGEO, COORDENADO PELO PROF. AMARAL. PROCURAR MARCONI, NA SECRETARIA DO DEPARTAMENTO DE GEOLOGIA. DPO - PROJ. INST. ELÉTRICAS";"";"ARQUIVADA";"23077.6787/2011-96"
"469";"2011";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"31/01/2011";"SERVIÇOS DE MANUTENÇÃO E REPARO NO SISTEMA DE DRENAGEM DO NOVO EDIFÍCIO DE INTERNAÇÃO DO HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"SERVIÇOS DE MANUTENÇÃO E REPARO NO SISTEMA DE DRENAGEM DO NOVO EDIFÍCIO DE INTERNAÇÃO DO HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"";"ENVIADA_PROJETO";"23077.3821/2011-71"
"467";"2011";"143";"DEPARTAMENTO DE PSICOLOGIA";"143";"DEPARTAMENTO DE PSICOLOGIA";;"INSTALAÇÃO DE NOVOS PONTOS DE TOMADA PARA O SISTEMA NOVO PARA INSTALAÇÃO DOS AR CONDICIONADOS SPLIT NO LABORATÓRIO DE PSICOLOGIA NUM TOTAL DE 12 TOMADAS. DPO - PROJ. INST. ELÉTRICAS";"INSTALAÇÃO DE NOVOS PONTOS DE TOMADA PARA O SISTEMA NOVO PARA INSTALAÇÃO DOS AR CONDICIONADOS SPLIT NO LABORATÓRIO DE PSICOLOGIA NUM TOTAL DE 12 TOMADAS. DPO - PROJ. INST. ELÉTRICAS";"";"ENVIADA_PROJETO";"23077.6793/2011-43"
"432";"2011";"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS";"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS";"28/01/2011";"SOLICITA PARECER TÉCNICO SOBRE AS INSTALAÇÕES FÍSICAS DO IMÓVEL LOCALIZADO NA RUA DAS BRONZITAS, 1917 - LAGOA NOVA, ONDE ESTÁ LOCALIZADA A RESIDÊNCIA UNIVERSITÁRIA. MEMORANDO ELETRÔNICO N.º 1/2011-PROAE.";"SOLICITA PARECER TÉCNICO SOBRE AS INSTALAÇÕES FÍSICAS DO IMÓVEL LOCALIZADO NA RUA DAS BRONZITAS, 1917 - LAGOA NOVA, ONDE ESTÁ LOCALIZADA A RESIDÊNCIA UNIVERSITÁRIA. MEMORANDO ELETRÔNICO N.º 1/2011-PROAE.";"";"ENVIADA_PROJETO";"23077.3647/2011-66"
"402";"2011";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"28/01/2011";"DPO - PROVIDÊNCIAS REFERENTES AO SISTEMA DE DRENAGEM NAS IMEDIAÇÕES DO HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"DPO - PROVIDÊNCIAS REFERENTES AO SISTEMA DE DRENAGEM NAS IMEDIAÇÕES DO HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"";"ATENDIDA";"23077.3524/2011-25"
"396";"2011";"5067";"CENTRO DE CONVIVENCIA";"5067";"CENTRO DE CONVIVENCIA";"28/01/2011";"DPO - ANÁLISE DO PROJETO DE REFORMA NO PRÉDIO DA CAURN COM A RETIRADA DE UMA PAREDE NA PARTE INFERIOR ONDE FICA A SALA ATUAL DO CADASTRO E ENFERMAGEM PARA UTILIZAR COMO SALA DE AUDITÓRIO";"DPO - ANÁLISE DO PROJETO DE REFORMA NO PRÉDIO DA CAURN COM A RETIRADA DE UMA PAREDE NA PARTE INFERIOR ONDE FICA A SALA ATUAL DO CADASTRO E ENFERMAGEM PARA UTILIZAR COMO SALA DE AUDITÓRIO";"";"ENVIADA_PROJETO";"23077.3498/2011-35"
"389";"2011";"180";"DEPARTAMENTO DE OCEANOGRAFIA E LIMNOLOGIA";"180";"DEPARTAMENTO DE OCEANOGRAFIA E LIMNOLOGIA";;"SOLICITO REMOÇÃO DO REVESTIMENTO CERAMICO DO PREDIO DO DOL/CB E SUA SUBSTITUIÇÃO POR NOVA CERAMICA OU POR REBOCO E PINTURA. HÁ NECESSIDADE DA OPINIÃO DE UM ARQUITETO PARA ESSA DEFINIÇÃO. DPO - SETOR DE ORÇAMENTOS";"SOLICITO REMOÇÃO DO REVESTIMENTO CERAMICO DO PREDIO DO DOL/CB E SUA SUBSTITUIÇÃO POR NOVA CERAMICA OU POR REBOCO E PINTURA. HÁ NECESSIDADE DA OPINIÃO DE UM ARQUITETO PARA ESSA DEFINIÇÃO. DPO - SETOR DE ORÇAMENTOS";"";"ENVIADA_PROJETO";"23077.4174/2011-14"
"387";"2011";"1463";"RESIDENCIAS UNIVERSITÁRIAS";"1463";"RESIDENCIAS UNIVERSITÁRIAS";"27/01/2011";"AQUISIÇÃO DE AR CONDICIONADO TIPO SPLIT-SYSTEM PARA A RESIDÊNCIA CAMPUS III, CONFORME MEMORANDO INTERNO N.º 025/2011-DPO. CONCORRÊNCIA 02/2009-UFRN - CONSTRUÇÃO DE UM BLOCO PARA RESIDÊNCIA III, RESERVATÓRIO INFERIOR, INSTALAÇÕES DA LAVANDERIA E DE UMA SUBESTAÇÃO AÉREA NO SETOR DAS RESIDÊNCIAS UNIVERSITÁRIAS NO CAMPUS CENTRAL DA UFRN.";"AQUISIÇÃO DE AR CONDICIONADO TIPO SPLIT-SYSTEM PARA A RESIDÊNCIA CAMPUS III, CONFORME MEMORANDO INTERNO N.º 025/2011-DPO. CONCORRÊNCIA 02/2009-UFRN - CONSTRUÇÃO DE UM BLOCO PARA RESIDÊNCIA III, RESERVATÓRIO INFERIOR, INSTALAÇÕES DA LAVANDERIA E DE UMA SUBESTAÇÃO AÉREA NO SETOR DAS RESIDÊNCIAS UNIVERSITÁRIAS NO CAMPUS CENTRAL DA UFRN.";"";"ARQUIVADA";"23077.3365/2011-69"
"372";"2011";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"26/01/2011";"ELABORAÇÃO DE PROJETO ARQUITETÔNICO DO CENTRO DE EVENTOS MULTIUSO DO CERES";"ELABORAÇÃO DE PROJETO ARQUITETÔNICO DO CENTRO DE EVENTOS MULTIUSO DO CERES";"";"ENVIADA_PROJETO";"23077.3315/2011-81"
"371";"2011";"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS";"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS";"26/01/2011";"ELABORAÇÃO DE PARECER TÉCNICO ACERCA DAS CONDIÇÕES DAS INSTALAÇÕES FÍSICAS DA RESIDÊNCIA UNIVERSITÁRIA DA RUA DAS BRONZITAS - LAGOA NOVA - CONTRATO Nº 26/2009";"ELABORAÇÃO DE PARECER TÉCNICO ACERCA DAS CONDIÇÕES DAS INSTALAÇÕES FÍSICAS DA RESIDÊNCIA UNIVERSITÁRIA DA RUA DAS BRONZITAS - LAGOA NOVA - CONTRATO Nº 26/2009";"";"ENVIADA_PROJETO";"23077.3310/2011-59"
"364";"2011";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";;"DPO - PROJ. INST. ELÉTRICA - SOLICITAMOS A REESTRUTURAÇÃO DA REDE ELETRICA DA SALA RADIO.";"DPO - PROJ. INST. ELÉTRICA - SOLICITAMOS A REESTRUTURAÇÃO DA REDE ELETRICA DA SALA RADIO.";"A instalação elétrica é antiga sofrendo variações na tensão dificultando o funcionamento de diversos equipamentos eletrônicos, importantes para o funcionamento da rede de internet e telefone inclusive ocasionando queima de aparelhos..";"ARQUIVADA";"23077.3367/2011-58"
"356";"2011";"251";"DIRETORIA DO RESTAURANTE UNIVERSITÁRIO";"251";"DIRETORIA DO RESTAURANTE UNIVERSITÁRIO";"26/01/2011";"RECUPERAÇÃO DO TELHADO DO RESTAURANTE UNIVERSITÁRIO NO CAMPUS CENTRAL DA UFRN";"RECUPERAÇÃO DO TELHADO DO RESTAURANTE UNIVERSITÁRIO NO CAMPUS CENTRAL DA UFRN";"";"ARQUIVADA";"23077.3181/2011-7"
"339";"2011";"176";"ADMINISTRAÇÃO DO CB";"176";"ADMINISTRAÇÃO DO CB";;"DPO - PROJ. ARQ - PROJETO PARA ACESSO DE PESSOAS COM MOBILIDADE REDUZIDA AOS ANFITEATROS DO CB.";"DPO - PROJ. ARQ - PROJETO PARA ACESSO DE PESSOAS COM MOBILIDADE REDUZIDA AOS ANFITEATROS DO CB.";"";"ENVIADA_PROJETO";"23077.3370/2011-71"
"337";"2011";"4899";"SETOR DE PATRIMÔNIO / CCHLA";"4598";"MATERIAIS FORNECIDOS PELA SUPIN / INFRA-ESTRUTURA";"25/01/2011";"ALTERAR A LARGURA DA PORTA  DE ENTRADA PARA 1.10M E DA BANCADA PARA 1.00M DO PROJETO DE REFORMA DA SECRETARIA DO DEPARTAMENTO DE CIÊNCIAS SOCIAS PARA PERMITIR ACESSIBILIDADE AOS PORTADORES DE DEFICIÊCNIA FÍSICA. DPO - PROJ. ARQUITETURA";"ALTERAR A LARGURA DA PORTA  DE ENTRADA PARA 1.10M E DA BANCADA PARA 1.00M DO PROJETO DE REFORMA DA SECRETARIA DO DEPARTAMENTO DE CIÊNCIAS SOCIAS PARA PERMITIR ACESSIBILIDADE AOS PORTADORES DE DEFICIÊCNIA FÍSICA. DPO - PROJ. ARQUITETURA";"";"ENVIADA_ORCAMENTO";"23077.3450/2011-27"
"333";"2011";"408";"HUOL - SERVIÇO DE MANUTENÇÃO";"408";"HUOL - SERVIÇO DE MANUTENÇÃO";"25/01/2011";"DPO - ORÇAMENTOS - SERVIÇO DE ELABORAÇÃO DE PROJETO ORÇAMENTARIO PARA RECUPERAÇÃO DO REVESTIMENTO CERÂMICO DA FACHADA DO PRÉDIO DO AMBULATORIO CENTRAL.";"DPO - ORÇAMENTOS - SERVIÇO DE ELABORAÇÃO DE PROJETO ORÇAMENTARIO PARA RECUPERAÇÃO DO REVESTIMENTO CERÂMICO DA FACHADA DO PRÉDIO DO AMBULATORIO CENTRAL.";"";"ENVIADA_PROJETO";"23077.3372/2011-61"
"299";"2011";"180";"DEPARTAMENTO DE OCEANOGRAFIA E LIMNOLOGIA";"180";"DEPARTAMENTO DE OCEANOGRAFIA E LIMNOLOGIA";;"DPO - PROF. INST. ELET. - URGENTE. SOLICITO UM ELETRICISTA PARA A INSTALAÇÃO DE UM DESTILADOR NO LABORATÓRIO DE ECOTOXICOLOGIA.";"DPO - PROF. INST. ELET. - URGENTE. SOLICITO UM ELETRICISTA PARA A INSTALAÇÃO DE UM DESTILADOR NO LABORATÓRIO DE ECOTOXICOLOGIA.";"URGENTE";"ENVIADA_PROJETO";"23077.3374/2011-50"
"284";"2011";"1422";"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"1422";"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"21/01/2011";"SOLICITA UM ESPAÇO ADICIONAL NO CENTRO DE CONVIVÊNCIA PARA ADEQUAR PROVISORIAMENTE O QUADRO FUNCIONAL DO BANCO DO BRASIL - AGÊNCIA CAMPUS. CORRESPONDÊNCIA - BANCO DO BRASIL - AGÊNCIA SETOR PÚBLICO NATAL/RN - 2001/0132.";"SOLICITA UM ESPAÇO ADICIONAL NO CENTRO DE CONVIVÊNCIA PARA ADEQUAR PROVISORIAMENTE O QUADRO FUNCIONAL DO BANCO DO BRASIL - AGÊNCIA CAMPUS. CORRESPONDÊNCIA - BANCO DO BRASIL - AGÊNCIA SETOR PÚBLICO NATAL/RN - 2001/0132.";"";"ENVIADA_PROJETO";"23077.2582/2011-31"
"280";"2011";"1686";"ESCOLA DE GOVERNO";"1686";"ESCOLA DE GOVERNO";"21/01/2011";"CONSTRUÇÃO DA 1ª ETAPA DO PRÉDIO DO CENTRO DE TREINAMENTO E EDUCAÇÃO PROFISSIONAL E ESCOLA DE GOVERNO DA UFRN.";"CONSTRUÇÃO DA 1ª ETAPA DO PRÉDIO DO CENTRO DE TREINAMENTO E EDUCAÇÃO PROFISSIONAL E ESCOLA DE GOVERNO DA UFRN.";"";"ATENDIDA";"23077.2534/2011-43"
"278";"2011";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"21/01/2011";"AMPLIAÇÃO DO SISTEMA DE ESGOTAMENTO SANITÁRIO DO CAMPUS UNIVERSITÁRIO CENTRAL, INCLUINDO EXTENSÃO DE REDE E ESTAÇÃO ELEVATÓRIA - 2ª ETAPA - TRECHO COMPREENDIDO ENTRE O CENTRO DE BIOCIÊNCIAS E O NÚCLEO DE TECNOLOGIA INDUSTRIAL";"AMPLIAÇÃO DO SISTEMA DE ESGOTAMENTO SANITÁRIO DO CAMPUS UNIVERSITÁRIO CENTRAL, INCLUINDO EXTENSÃO DE REDE E ESTAÇÃO ELEVATÓRIA - 2ª ETAPA - TRECHO COMPREENDIDO ENTRE O CENTRO DE BIOCIÊNCIAS E O NÚCLEO DE TECNOLOGIA INDUSTRIAL";"";"ENVIADA_PROJETO";"23077.2520/2011-20"
"276";"2011";"5229";"CAMPUS DO CÉREBRO";"5229";"CAMPUS DO CÉREBRO";"21/01/2011";"POTABILIDADE DOS POÇOS DO CAMPUS DO CÉREBRO - OBRA DE IMPLANTAÇÃO DAS EDIFICAÇÕES NA ÁREA DESTINADA AO IINN, LOCALIZADA NO CAMPUS DO CÉREBRO - MACAÍBA/RN. MEMORANDO N.º 537/2010-SIN";"POTABILIDADE DOS POÇOS DO CAMPUS DO CÉREBRO - OBRA DE IMPLANTAÇÃO DAS EDIFICAÇÕES NA ÁREA DESTINADA AO IINN, LOCALIZADA NO CAMPUS DO CÉREBRO - MACAÍBA/RN. MEMORANDO N.º 537/2010-SIN";"";"ATENDIDA";"23077.2517/2011-14"
"265";"2011";"2884";"LABORATORIO DE ENERGIAS RENOVÁVEIS";"445";"CENTRO DE TECNOLOGIA";"20/01/2011";"SOLICITA INFORMAÇÕES / SUGESTÕES SOBRE A POSSIBILIDADE DE UTILIZAR UMA ÁREA DA UFRN PARA INSTALAÇÃO DE UMA TORRE METÁLICA COM 80M DE ALTURA PARA DAR PROSSEGUIMENTO AO PROJETO INTITULADO ""PREVISÃO DE POTENCIAL EÓLICO VISANDO OPERAÇÃO INTEGRADA ÓTIMA DE UNIDADES GERADORAS DE ELETRICIDADE: ESTUDO DE CASO PARA O NORDESTE DO BRASIL"". MEMORANDO N.º 01/2011-LER.";"SOLICITA INFORMAÇÕES / SUGESTÕES SOBRE A POSSIBILIDADE DE UTILIZAR UMA ÁREA DA UFRN PARA INSTALAÇÃO DE UMA TORRE METÁLICA COM 80M DE ALTURA PARA DAR PROSSEGUIMENTO AO PROJETO INTITULADO ""PREVISÃO DE POTENCIAL EÓLICO VISANDO OPERAÇÃO INTEGRADA ÓTIMA DE UNIDADES GERADORAS DE ELETRICIDADE: ESTUDO DE CASO PARA O NORDESTE DO BRASIL"". MEMORANDO N.º 01/2011-LER.";"";"ARQUIVADA";"23077.2458/2011-76"
"264";"2011";"447";"MATERNIDADE ESCOLA JANUÁRIO CICCO";"447";"MATERNIDADE ESCOLA JANUÁRIO CICCO";"20/01/2011";"SOLICITA OS PROJETOS PARA EXECUÇÃO DO MEZANINO DA OBRA DE ADAPTAÇÃO DE INSTALAÇÕES DO LABORATÓRIO DE FERTILIDADE ASSISTIDA, OBJETO DA TP 04/2010-UFRN. MEMORANDO N.º 022/2011 - SIN.";"SOLICITA OS PROJETOS PARA EXECUÇÃO DO MEZANINO DA OBRA DE ADAPTAÇÃO DE INSTALAÇÕES DO LABORATÓRIO DE FERTILIDADE ASSISTIDA, OBJETO DA TP 04/2010-UFRN. MEMORANDO N.º 022/2011 - SIN.";"";"ENVIADA_PROJETO";"23077.2459/2011-11"
"259";"2011";"176";"ADMINISTRAÇÃO DO CB";"176";"ADMINISTRAÇÃO DO CB";;"SOLICITAMOS A INSTALAÇÃO DE LAVA-OLHOS NOS LABORATÓRIOS DE ENSINO E NO CORREDOR DO DEPARTAMENTO DE MICROBIOLOGIA E PARASITOLOGIA - DMP. DPO";"SOLICITAMOS A INSTALAÇÃO DE LAVA-OLHOS NOS LABORATÓRIOS DE ENSINO E NO CORREDOR DO DEPARTAMENTO DE MICROBIOLOGIA E PARASITOLOGIA - DMP. DPO";"";"ENVIADA_PROJETO";"23077.3281/2011-25"
"257";"2011";"122";"DEPARTAMENTO DE QUÍMICA";"122";"DEPARTAMENTO DE QUÍMICA";;"DPO - PROJETOS INSTALAÇÕES ELÉTRICAS - SOLICITO ELETRICISTA PARA INSTALAÇÃO PARA UMA UNIDADE DE GERADOR NO LAPET.";"DPO - PROJETOS INSTALAÇÕES ELÉTRICAS - SOLICITO ELETRICISTA PARA INSTALAÇÃO PARA UMA UNIDADE DE GERADOR NO LAPET.";"";"AUTORIZADA";"23077.12032/2013-92"
"256";"2011";"1476";"DIRETÓRIO CENTRAL DOS ESTUDANTES";"1476";"DIRETÓRIO CENTRAL DOS ESTUDANTES";;"SOLICITAMOS A INSTALAÇÃO DE UM RAMAL NA NOVA SALA DA SECRETARIA DO DCE NO SETOR DE AULAS I. DPO - PROJ. ELÉTRICOS (URGÊNCIA)";"SOLICITAMOS A INSTALAÇÃO DE UM RAMAL NA NOVA SALA DA SECRETARIA DO DCE NO SETOR DE AULAS I. DPO - PROJ. ELÉTRICOS (URGÊNCIA)";"";"ENVIADA_PROJETO";"23077.3283/2011-14"
"242";"2011";"284";"ESCOLA DE MÚSICA";"284";"ESCOLA DE MÚSICA";;"SOLICITO INSTALAÇÃO DE NOVO PONTO DE LÓGICA NAS SALAS 23, 24 E 25 DA ESCOLA DE MÚSICA. DPO - PROJ. INST. ELÉTRICAS";"SOLICITO INSTALAÇÃO DE NOVO PONTO DE LÓGICA NAS SALAS 23, 24 E 25 DA ESCOLA DE MÚSICA. DPO - PROJ. INST. ELÉTRICAS";"";"ENVIADA_PROJETO";"23077.3297/2011-38"
"239";"2011";"195";"DEPARTAMENTO DE ODONTOLOGIA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";;"SOLICITO REFORMA NO SETOR DO PROGRAMA DE PÓS-GRADUAÇÃO EM ODONTOLOGIA, DESTE DEPARTAMENTO. DPO - PROJ. ARQUITETURA";"SOLICITO REFORMA NO SETOR DO PROGRAMA DE PÓS-GRADUAÇÃO EM ODONTOLOGIA, DESTE DEPARTAMENTO. DPO - PROJ. ARQUITETURA";"";"ENVIADA_PROJETO";"23077.3299/2011-27"
"221";"2011";"182";"DEPARTAMENTO DE BIOQUÍMICA";"182";"DEPARTAMENTO DE BIOQUÍMICA";;"SOLICITAMOS A COLOCAÇÃO DE DIVISÓRIAS NA SALA DO HPLC NO DEPARTAMENTO DE BIOQUÍMICA/CB. DPO - PROJ. ARQUITETURA";"SOLICITAMOS A COLOCAÇÃO DE DIVISÓRIAS NA SALA DO HPLC NO DEPARTAMENTO DE BIOQUÍMICA/CB. DPO - PROJ. ARQUITETURA";"";"ENVIADA_PROJETO";"23077.3301/2011-68"
"201";"2011";"199";"DEPARTAMENTO DE EDUCAÇÃO FÍSICA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";;"SOLICITAMOS REFORMA DA SALA ONDE FUNCIONAVA O SETOR DE APOIO DIDÁTICO DO DEF (PRÉDIO ANTIGO), INCLUINDO TROCA DO PISO, REBOCO E PINTURA DAS PAREDES, BEM COMO COLOCAÇÃO DE DIVISÓRIAS PARA SEPARAÇÃO DOS AMBIENTES. NO REFERIDO LOCAL SERÁ INSTALADA TODA PARTE ADMINISTRATIVA DO DEF (CHEFIA, VICE-CEHFIA E SECRETARIA). DPO - PROJ. ARQUITETURA";"SOLICITAMOS REFORMA DA SALA ONDE FUNCIONAVA O SETOR DE APOIO DIDÁTICO DO DEF (PRÉDIO ANTIGO), INCLUINDO TROCA DO PISO, REBOCO E PINTURA DAS PAREDES, BEM COMO COLOCAÇÃO DE DIVISÓRIAS PARA SEPARAÇÃO DOS AMBIENTES. NO REFERIDO LOCAL SERÁ INSTALADA TODA PARTE ADMINISTRATIVA DO DEF (CHEFIA, VICE-CEHFIA E SECRETARIA). DPO - PROJ. ARQUITETURA";"Maiores informações procurar o Chefe do DEF (3342-2421 ou 9963-1226), o qual solicita, por gentileza, certa urgencia na execução dos serviços, pois estamos ocupando uma sala destinada ao Curso de Mestrado em Educação Física e teremos que desocupá-la até o dia 21 de fevereiro do corrente ano. ";"ENVIADA_PROJETO";"23077.3302/2011-11"
"188";"2011";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"18/01/2011";"CONSTRUÇÃO DA 2ª ETAPA DO PAVILHÃO DE PESQUISA E PÓS-GRADUAÇÃO DO CENTRO DE ENSINO SUPERIOR DO SERIDÓ - CAMPUS CAICÓ.";"CONSTRUÇÃO DA 2ª ETAPA DO PAVILHÃO DE PESQUISA E PÓS-GRADUAÇÃO DO CENTRO DE ENSINO SUPERIOR DO SERIDÓ - CAMPUS CAICÓ.";"";"ENVIADA_PROJETO";"23077.2059/2011-13"
"187";"2011";"440";"CENTRO DE BIOCIÊNCIAS";"440";"CENTRO DE BIOCIÊNCIAS";"18/01/2011";"CONSTRUÇÃO DA 2ª ETAPA DO PRÉDIO DO SAPEC - SETOR AVANÇADO DE PESQUISAS CLÍNICAS EXPERIMENTAIS DO CENTRO DE BIOCIÊNCIAS DA UFRN.";"CONSTRUÇÃO DA 2ª ETAPA DO PRÉDIO DO SAPEC - SETOR AVANÇADO DE PESQUISAS CLÍNICAS EXPERIMENTAIS DO CENTRO DE BIOCIÊNCIAS DA UFRN.";"";"ENVIADA_PROJETO";"23077.2060/2011-30"
"167";"2011";"1476";"DIRETÓRIO CENTRAL DOS ESTUDANTES";"1476";"DIRETÓRIO CENTRAL DOS ESTUDANTES";"17/01/2011";"SOLICITA INSTALAÇÃO ELÉTRICA PARA CONDICIONADOR DE AR E TRANSFERÊNCIA DE PONTO DE ACESSO À INTERNET DO AUDITÓRIO DO DCE PARA SALA DO CURSINHO. OFÍCIO N.º 001/2011 - DCE.";"SOLICITA INSTALAÇÃO ELÉTRICA PARA CONDICIONADOR DE AR E TRANSFERÊNCIA DE PONTO DE ACESSO À INTERNET DO AUDITÓRIO DO DCE PARA SALA DO CURSINHO. OFÍCIO N.º 001/2011 - DCE.";"";"ENVIADA_PROJETO";"23077.1968/2011-26"
"166";"2011";"1431";"DIRETORIA DE OBRAS";"1431";"DIRETORIA DE OBRAS";"17/01/2011";"SOLICITA PROVIDÊNCIAS EM RELAÇÃO AS INCOMPATIBILIDADES DE ESPECIFICAÇÕES ENTRE PROJETOS E PLANILHA ORÇAMENTÁRIA DA OBRA DE CONSTRUÇÃO DO PRÉDIO DESTINADO AOS LABORATÓRIOS DOS NOVOS CURSOS DE ENGENHARIA - CENTRO DE TECNOLOGIA - UFRN, OBJETO DA CONCORRÊNCIA 09/2010-FUNPEC. MEMORANDO N.º 004/2011-SIN. ";"SOLICITA PROVIDÊNCIAS EM RELAÇÃO AS INCOMPATIBILIDADES DE ESPECIFICAÇÕES ENTRE PROJETOS E PLANILHA ORÇAMENTÁRIA DA OBRA DE CONSTRUÇÃO DO PRÉDIO DESTINADO AOS LABORATÓRIOS DOS NOVOS CURSOS DE ENGENHARIA - CENTRO DE TECNOLOGIA - UFRN, OBJETO DA CONCORRÊNCIA 09/2010-FUNPEC. MEMORANDO N.º 004/2011-SIN. ";"";"ENVIADA_PROJETO";"23077.1969/2011-71"
"164";"2011";"106";"PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA QUÍMICA";"106";"PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA QUÍMICA";;"SOLICITAMOS ELETRICISTA PARA INSTALAR 4 (QUATRO) TOMADAS NO LAMNRC DO DEPARTAMENTO DE ENGENHARIA QUÍMICA. DPO - PROJ. INST. ELÉTRICAS";"SOLICITAMOS ELETRICISTA PARA INSTALAR 4 (QUATRO) TOMADAS NO LAMNRC DO DEPARTAMENTO DE ENGENHARIA QUÍMICA. DPO - PROJ. INST. ELÉTRICAS";"Procurar Rafael (vulgo Rafinha) ou Medeiros.";"ENVIADA_PROJETO";"23077.2061/2011-84"
"146";"2011";"2640";"SETOR DE COMPRAS E MANUTENÇÃO - CCSA";"2640";"SETOR DE COMPRAS E MANUTENÇÃO - CCSA";;"SOLICITAMOS A VOSSA SENHORIA, SE POSSÍVEL COM URGÊNCIA, A INSTALAÇÃO DE PONTOS DE LÓGICA NAS SEGUINTES SALAS DO SETOR DE AULAS I: A3, A4, C3, C4, D3, D4, D5, D6, E3, E4, G3, G4, H3, H4, H5, H6, H7, H8, H9, H10, H11, H12, H13. DPO - PROJ. INST. ELÉTRICAS.";"SOLICITAMOS A VOSSA SENHORIA, SE POSSÍVEL COM URGÊNCIA, A INSTALAÇÃO DE PONTOS DE LÓGICA NAS SEGUINTES SALAS DO SETOR DE AULAS I: A3, A4, C3, C4, D3, D4, D5, D6, E3, E4, G3, G4, H3, H4, H5, H6, H7, H8, H9, H10, H11, H12, H13. DPO - PROJ. INST. ELÉTRICAS.";"";"ENVIADA_PROJETO";"23077.2062/2011-29"
"141";"2011";"176";"ADMINISTRAÇÃO DO CB";"176";"ADMINISTRAÇÃO DO CB";;"REITERAMOS A SOLICITAÇÃO PARA A EXECUÇÃO DE UM PROJETO ARQUITETÔNICO PARA A CONSTRUÇÃO DE UM DEPÓSITO PARA COLOCAÇÃO DOS TONÉIS DE LIXO DO CB, CONFORME AS REQUISIÇÕES 1532/2008 E 3241/2010, POR EXEMPLO. DPO - PROJ. ARQUITETURA";"REITERAMOS A SOLICITAÇÃO PARA A EXECUÇÃO DE UM PROJETO ARQUITETÔNICO PARA A CONSTRUÇÃO DE UM DEPÓSITO PARA COLOCAÇÃO DOS TONÉIS DE LIXO DO CB, CONFORME AS REQUISIÇÕES 1532/2008 E 3241/2010, POR EXEMPLO. DPO - PROJ. ARQUITETURA";"";"ARQUIVADA";"23077.2063/2011-73"
