"id_obra";"descricao";"periodo";"qtd_dias";"status_obra";"licitacao";"empresa";"modalidade";"valor";"fonte_recurso";"vigencia_projeto";"projeto";"id_unidade_responsavel";"unidade_responsavel"
"3683";"CONSTRUÇÃO DO LABORATÓRIO DE CIMENTOS DO DEPARTAMENTO DE QUÍMICA DA UFRN.";"10/07/2008 - 06/04/2009";"270";"FINALIZADA";"21/2007";" 04.145.787/0001-30 - ECCL - EMPREENDIMENTOS E CONSTRUÇÃO CIVIL LTDA";"TOMADA DE PREÇO";"R$       725.521,49";"TESOURO - EDUCAÇÃO (112000000)";"28/09/2011 - 31/12/2012";"FUNPEC/UFRN/IMPLEMENTACAO LABCIM. (512011)";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA"
"4511";"CONSTRUÇÃO DO PRÉDIO DE ENGENHARIA DE ALIMENTOS";"03/03/2009 - 28/11/2009";"270";"FINALIZADA";"6/2007";" 09.376.468/0001-50 - CST CONSTRUCOES E SERVICOS TECNICOS LTDA";"TOMADA DE PREÇO";"R$       671.925,36";"TESOURO - ORDINÁRIO (100000000)";"29/12/2006 - 30/04/2013";"FUNPEC/UFRN-CONV. 148/2006-C. DA UNID. DE ALIMENTOS/D.ENG Q (322007)";"445";"CENTRO DE TECNOLOGIA"
"3055";"EXECUÇÃO, PELA CONTRATADA, SOB O REGIME DE EMPREITADA POR PREÇO GLOBAL, DOS SERVIÇOS DE RECUPERAÇÃO DO SETOR DE AULAS TEÓRICAS IV  CT/UFRN, ";"20/12/2007 - 18/02/2008";"60";"FINALIZADA";"21/2007";" 24.186.553/0001-49 - NORTEC NORTE ENGENHARIA CIVIL LTDA";"TOMADA DE PREÇO";"R$       168.199,24";"TESOURO - EDUCAÇÃO (112000000)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"445";"CENTRO DE TECNOLOGIA"
"2587";"Construção do Muro Frontal da Universidade Federal do Semi-Árido -UFERSA em Mossoró.";"24/08/2007 - 22/10/2007";"60";"FINALIZADA";"17/2007";" 70.043.906/0001-79 - EXECUÇÃO ENGENHARIA LTDA";"TOMADA DE PREÇO";"R$       213.750,28";;"05/06/2006 - 01/03/2007";"FUNPEC/MEC-UNESCO/PIC (1442006)";"3094";"SEDIS - PÓLO DE EAD DO CURSO DE ADMINISTRAÇÃO (UFERSA)"
"2597";"Construção de um prédio com 600m2 na Unidade Descentralizada de Ensino -UNED do CEFET/RN de Currais Novos.";"28/09/2007 - 25/03/2008";"180";"FINALIZADA";"9/2007";" 07.639.848/0001-04 - SOLON ENGENHARIA LTDA";"TOMADA DE PREÇO";"R$       231.751,39";;"18/12/2006 - 30/06/2012";"FUNPEC/UFRN-CONV. 144/2006-EMENDA P./SESU/RES. E MODER. UFRN (312007)";"3364";"CEFET-RN 019/07 - PPGEM"
"2605";"Construção do Prédio na Unidade Descentralizada de Ensino do CEFET/MOSSORÓ, para abrigar duas salas de aulas";"28/09/2007 - 25/03/2008";"180";"FINALIZADA";"12/2007";" 08.083.725/0001-00 - G3R CONSTRUTORA LTDA";"TOMADA DE PREÇO";"R$       100.396,74";;"05/06/2006 - 01/03/2007";"FUNPEC/MEC-UNESCO/PIC (1442006)";"3364";"CEFET-RN 019/07 - PPGEM"
"2608";"Serviços de Recuperação das Instalações Físicas do Curso de Turismo do CERES - CURRAIS NOVOS.";"11/10/2007 - 08/01/2008";"90";"FINALIZADA";"6/2007";" 04.751.986/0001-92 - F DOIS ENGENHARIA LTDA";"TOMADA DE PREÇO";"R$        61.476,77";"TESOURO - EDUCAÇÃO (112000000)";"29/12/2006 - 30/08/2008";"FUNPEC/UFRN-CONV.157/2006-SEDIS (572007)";"2465";"BIBLIOTECA SETORIAL DO CERES - CURRAIS NOVOS"
"2623";"SERVIÇOS DE AMPLIAÇÃO DA SUBESTAÇÃO ABRIGADA DE QUÍMICA/UFRN";"15/10/2007 - 13/12/2007";"60";"FINALIZADA";"1/2007";" 02.482.629/0001-40 - CCW - ENGENHARIA LTDA - EPP / CCW ENGENHARIA";"TOMADA DE PREÇO";"R$       190.145,34";;"02/08/2005 - 02/02/2013";"FINEP/CT-INFRA 01/04 (1752005)";"122";"DEPARTAMENTO DE QUÍMICA"
"2470";"Reforma da sala nove para utilização como estúdio de gravação - escola de música/ufrn";"30/07/2007 - 27/10/2007";"90";"FINALIZADA";"7/2007";" 70.043.906/0001-79 - EXECUÇÃO ENGENHARIA LTDA";"TOMADA DE PREÇO";"R$        49.945,68";"TESOURO - EDUCAÇÃO (112000000)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"284";"ESCOLA DE MÚSICA"
"3095";"REFORMA DAS PASSARELAS Nº 3 E 4 E CONSTRUÇÃO DA PASSARELA E GUARITA DO NUPLAM/UFRN.";"27/12/2007 - 26/03/2008";"90";"FINALIZADA";"7/2007";" 09.376.468/0001-50 - CST CONSTRUCOES E SERVICOS TECNICOS LTDA";"TOMADA DE PREÇO";"R$       244.709,37";"TESOURO - EDUCAÇÃO (112000000)";"18/12/2006 - 31/12/2009";"FUNPEC/UFRN-CONV 139/2006-NUPLAM (212007)";"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS"
"2359";" AQUISIÇÃO E INSTALAÇÃO DE BANCADAS, ARMÁRIOS, DENTRE OUTROS MOBILIÁRIOS ";"05/06/2007 - 04/08/2007";"60";"FINALIZADA";"2/2007";" 65.971.640/0001-94 - LAB LÍNEA DO BRASIL FAB. E COM. DE MOBILIÁRIOS TÉCNICOS PARA LABORATÓRIOS LTDA.";"TOMADA DE PREÇO";"R$       198.720,00";;"11/12/2006 - 30/09/2007";"FUNPEC/UFRN/CONV 133/2006 - CAPACITACAO EM EAD (62007)";"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS"
"3152";"REFORMA DOS LABORATORIOS DE FÍSICA E QUÍMICA NO CAMPUS DE NOVA CRUZ - RN. ";"16/01/2008 - 15/05/2008";"120";"FINALIZADA";"8/2007";" 05.952.175/0001-12 - PROJETUS E ENGENHARIA LTDA";"TOMADA DE PREÇO";"R$       272.140,31";"TESOURO - EDUCAÇÃO (112000000)";"18/12/2006 - 30/06/2012";"FUNPEC/UFRN-CONV. 144/2006-EMENDA P./SESU/RES. E MODER. UFRN (312007)";"417";"CAMPUS DE NOVA CRUZ / CCRN-3"
"2244";"CONSTRUÇÃO DE SUB-ESTAÇÕES ELÉTRICAS, CAPACIDADE DE 150 KVA, INCLUINDO EXECUÇÃO DE CUBÍCULO E EXTENSÃO DE REDE 13,8 KV, CERES/UFRN";"05/06/2007 - 02/09/2007";"90";"FINALIZADA";"3/2007";" 08.482.291/0001-03 - PROSENG-PROJETOS E SERVIÇOS DE ENGENHARIA LTDA";"TOMADA DE PREÇO";"R$       220.433,33";"TESOURO - EDUCAÇÃO (112000000)";;;"2672";"CERES/PARTICIPAÇÃO EM CONSELHOS E AFINS - CPCA"
"2163";"Manutenção Preventiva na Rede de 13,8 KV que atende ao Campus Central da UFRN, localizada no Bairro de Lagoa Nova-Natal/RN";"15/06/2007 - 12/09/2007";"90";"FINALIZADA";"4/2007";" 08.482.291/0001-03 - PROSENG-PROJETOS E SERVIÇOS DE ENGENHARIA LTDA";"TOMADA DE PREÇO";"R$       284.980,67";"APLICACOES FINANCEIRAS (280154215)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"2978";"ADMINISTRAÇÃO CENTRAL - GASTOS CT"
"2162";"SERVIÇOS DE RECUPERAÇÃO DAS INSTALAÇÕES FÍSICAS, URBANISMO E PAISAGISMO DO SETOR DE AULAS TEÓRICAS V - CCSA/UFRN
";"05/06/2007 - 02/10/2007";"120";"FINALIZADA";"5/2007";" 04.751.986/0001-92 - F DOIS ENGENHARIA LTDA";"TOMADA DE PREÇO";"R$       200.538,86";"SUS(1513689610) (151368961)";;;"440";"CENTRO DE BIOCIÊNCIAS"
"2640";"AMPLIAÇÃO DO PRÉDIO DA COMPERVE (CONSTRUÇÃO DA NOVA RECEPÇÃO)";"22/10/2007 - 19/01/2008";"90";"FINALIZADA";"15/2007";" 04.201.519/0001-99 - ESTRUTURAL EDIFICAÇÕES E PROJETOS LTDA";"TOMADA DE PREÇO";"R$        43.836,64";"TESOURO - EDUCAÇÃO (112000000)";;;"253";"NÚCLEO PERMANENTE DE CONCURSOS"
"2922";"REFORMA E AMPLIAÇÃO DO REFEITÓRIO DA UNIDADE DESCENTRALIZADA DE ENSINO - UNED DO CEFET/RN EM IPANGUAÇÚ.";"31/10/2007 - 28/04/2008";"180";"FINALIZADA";"10/2007";" 00.374.836/0001-56 - CONSTRUTORA COPLANAR LTDA";"TOMADA DE PREÇO";"R$       237.906,52";"TESOURO - EDUCAÇÃO (112000000)";"05/06/2006 - 01/03/2007";"FUNPEC/MEC-UNESCO/PIC (1442006)";"3364";"CEFET-RN 019/07 - PPGEM"
"2955";"REESTRUTURAÇÃO DO BANHEIRO DO PRÉDIO DE CIÊNCIAS SOCIAIS E AMPLIAÇÃO DAS INSTALAÇÕES FÍSICAS DAS CASAS 02 E 05 DA VILA FEMININA, SITUADOS NA UNIVERSIDADE FEDERAL DO SEMI - ARIDO, EM MOSSORÓ/RN.";"09/11/2007 - 07/02/2008";"90";"FINALIZADA";"11/2007";" 05.617.559/0001-89 - ANDRADE CONSTRUÇÕES E EMPREENDIMENTOS LTD";"TOMADA DE PREÇO";"R$       143.701,97";;"18/12/2006 - 30/06/2012";"FUNPEC/UFRN-CONV. 144/2006-EMENDA P./SESU/RES. E MODER. UFRN (312007)";"3094";"SEDIS - PÓLO DE EAD DO CURSO DE ADMINISTRAÇÃO (UFERSA)"
"2990";"REFORMA DO CENTRO OBSTÉTRICO 2º PAVIMENTO DA MATERNIDADE ESCOLA JANUÁRIO CICCO  MEJC/UFRN ";"03/12/2007 - 02/03/2008";"90";"FINALIZADA";"23/2007";" 35.275.981/0001-64 - CELTA - CONTRUÇÕES E SERVIÇOS LTDA";"TOMADA DE PREÇO";"R$       152.996,74";"TESOURO - EDUCAÇÃO (112000000)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"447";"MATERNIDADE ESCOLA JANUÁRIO CICCO"
"3188";"CONSTRUÇÃO DO ALMOXARIFADO DO LABORATÓRIO E ANÁLISES E MEDIDAS EM PETRÓLEO - LAMP/UFRN.";"12/02/2008 - 12/05/2008";"90";"FINALIZADA";"16/2007";" 04.751.986/0001-92 - F DOIS ENGENHARIA LTDA";"TOMADA DE PREÇO";"R$        90.235,58";"TESOURO - EDUCAÇÃO (112000000)";"06/10/2004 - 06/12/2008";"FINEP/PLASPETRO (1782004)";"445";"CENTRO DE TECNOLOGIA"
"3193";"CONSTRUÇÃO DO PRÉDIO DOS LABORATÓRIOS DE ENSINO À DISTÂNCIA  CERES  CURRAIS NOVOS/RN, ";"18/02/2008 - 16/08/2008";"180";"FINALIZADA";"26/2007";" 04.751.986/0001-92 - F DOIS ENGENHARIA LTDA";"TOMADA DE PREÇO";"R$       205.992,70";"TESOURO - EDUCAÇÃO (112000000)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ"
"4363";"EXECUÇÃO DA OBRA DE CONSTRUÇÃO DE SALAS DE AULAS PARA O CURSO DE MÚSICA DA UFRN";"19/01/2009 - 18/06/2009";"150";"FINALIZADA";"46/2008";" 70.043.906/0001-79 - EXECUÇÃO ENGENHARIA LTDA";"TOMADA DE PREÇO";"R$       289.902,67";"TESOURO - EDUCAÇÃO (112000000)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"284";"ESCOLA DE MÚSICA"
"3474";"RECUPERACAO DA COBERTURA E DOS RESERVATORIOS DO PREDIO CENTRAL DA MATERNIDADE ESCOLA JANUARIO CICCO - MEJC/UFRN.";"30/04/2008 - 29/06/2008";"60";"FINALIZADA";"1/2008";" 09.389.289/0001-57 - AC ENGENHARIA LTDA - EPP";"TOMADA DE PREÇO";"R$       115.634,30";"SUS(1513689610) (151368961)";"18/12/2006 - 30/06/2012";"FUNPEC/UFRN-CONV. 144/2006-EMENDA P./SESU/RES. E MODER. UFRN (312007)";"447";"MATERNIDADE ESCOLA JANUÁRIO CICCO"
"3487";"RECUPERACAO DOS BWC DO NUCLEO DE TECNOLOGIA DO CT, BIBLIOTECA CENTRAL ZILA MAMEDE E CENTRO DE CONVIVENCIA / UFRN.";"06/05/2008 - 04/08/2008";"90";"CONTRATO RESCINDIDO";"2/2008";" 35.275.981/0001-64 - CELTA - CONTRUÇÕES E SERVIÇOS LTDA";"TOMADA DE PREÇO";"R$       132.167,45";"TESOURO - EDUCAÇÃO (112000000)";"18/12/2006 - 30/06/2012";"FUNPEC/UFRN-CONV. 144/2006-EMENDA P./SESU/RES. E MODER. UFRN (312007)";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE"
"3596";"SERVIÇOS DE EXECUÇÃO DA REDE DE BAIXA TENSÃO PARA ATENDER O SISTEMA DE AR CONDICIONADO(SPLITS) DOS BLOCOS A E B E DA BIBLIOTECA DO CERES  CAMPUS DE CAICÓ";"03/06/2008 - 03/07/2008";"30";"FINALIZADA";"6/2008";" 09.169.284/0001-19 - PARADISE CONSTRUÇÕES LTDA";"TOMADA DE PREÇO";"R$        58.750,98";"TESOURO - EDUCAÇÃO (112000000)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"61";"ADMINISTRAÇÃO DO CERES - CAICÓ"
"3598";"SERVIÇOS DE ADAPTAÇÕES ELÉTRICAS NO DEPARTAMENTO DE ARTES, SUPERINTENDENCIA DE INFRA-ESTRUTURA, ILUMINAÇÃO FRONTAL DO CAMPUS UNIVERSITÁRIO CENTRAL, LABORATÓRIO DE ELETRÔNICA DO CENTRO DE TECNOLOGIA, REFORMA DO QUADRO DO NÚCLEO DE EDUCAÇÃO INFANTIL(PARTE ANTIGA) E ILUMINAÇÃO DECORATIVA DO CAMPUS CENTRAL DA UFRN";"03/06/2008 - 18/07/2008";"45";"FINALIZADA";"5/2008";" 09.169.284/0001-19 - PARADISE CONSTRUÇÕES LTDA";"TOMADA DE PREÇO";"R$        77.503,25";"SUS(1513689610) (151368961)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE"
"3807";"ELABORAÇÃO DOS PROJETOS EXECUTIVOS DA OBRA DE AMPLIAÇÃO DO LABORATÓRIO I DE QUÍMICA";"01/08/2008 - 30/10/2008";"90";"FINALIZADA";"3/2008";" 08.842.813/0001-30 - ARQ. ENGENHARIA COM. E SERVIÇOS DE ARQUITET. E ENGENHARIA LTDA";"TOMADA DE PREÇO";"R$        49.046,23";"TESOURO - EDUCAÇÃO (112000000)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA"
"3927";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA ÁREA DE ARQUITETURA E ENGENHARIA PARA EXECUÇÃO DOS SERVIÇOS TÉCNICOS ESPECIALIZADOS DE ELABORAÇÃO DOS PROJETOS EXECUTIVOS DA OBRA DE CONSTRUÇÃO DO LABORATÓRIO DE GEOFÍSICA APLICADA - MÓDULO REUNI,";"15/08/2008 - 13/11/2008";"90";"FINALIZADA";"18/2008";" 08.842.813/0001-30 - ARQ. ENGENHARIA COM. E SERVIÇOS DE ARQUITET. E ENGENHARIA LTDA";"TOMADA DE PREÇO";"R$        24.000,00";"TESOURO - EDUCAÇÃO (112000000)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA"
"3933";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA ÁREA DE ARQUITETURA E ENGENHARIA PARA EXECUÇÃO DOS SERVIÇOS TÉCNICOS ESPECIALIZADOS DE  ELABORAÇÃO DOS PROJETOS EXECUTVOS DA OBRA DE AMPLIAÇÃO DO PRÉDIO DE ENGENHARIA DE MATERIAIS";"15/08/2008 - 13/11/2008";"90";"FINALIZADA";"13/2008";" 08.842.813/0001-30 - ARQ. ENGENHARIA COM. E SERVIÇOS DE ARQUITET. E ENGENHARIA LTDA";"TOMADA DE PREÇO";"R$        24.500,00";"TESOURO - EDUCAÇÃO (112000000)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"445";"CENTRO DE TECNOLOGIA"
"3949";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA ÁREA DE ARQUITETURA E ENGENHARIA PARA EXECUÇÃO DOS SERVIÇOS TÉCNICOS ESPECIALIZADOS DE ELABORAÇÃO DOS PROJETOS EXECUTIVOS DAS OBRAS: REFORMA DO PRÉDIO DO DEPARTAMENTO DE ARTES  DEART; CONSTRUÇÃO DO PRÉDIO ANEXO; E CONSTRUÇÃO DO TEATRO MÚLTIPLO.";"26/08/2008 - 23/11/2008";"89";"FINALIZADA";"15/2008";" 08.842.813/0001-30 - ARQ. ENGENHARIA COM. E SERVIÇOS DE ARQUITET. E ENGENHARIA LTDA";"TOMADA DE PREÇO";"R$       109.416,18";"TESOURO - EDUCAÇÃO (112000000)";;;"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES"
"3951";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA ÁREA DE ARQUITETURA E ENGENHARIA PARA EXECUÇÃO DOS SERVIÇOS TÉCNICOS ESPECIALIZADOS DE ELABORAÇÃO DO PROJETO EXECUTIVO DA OBRA DE CONSTRUÇÃO DAS EDIFICAÇÕES DOS CURSOS DE ENGENHARIA FLORESTAL E ZOOTECNIA NA ESCOLA AGRÍCOLA DE JUNDIAÍ (BLOCO DE GRADUAÇÃO,  CASA DE VEGETAÇÃO E LABORATÓRIOS DE ENTOMOLOGIA, DE SISTEMÁTICA FLORESTAL, DE ECOLOGIA FLORESTAL, E DE ANATOMIA E TECNOLOGIA DA MADEIRA";"26/08/2008 - 23/11/2008";"89";"FINALIZADA";"16/2008";" 08.842.813/0001-30 - ARQ. ENGENHARIA COM. E SERVIÇOS DE ARQUITET. E ENGENHARIA LTDA";"TOMADA DE PREÇO";"R$        47.414,68";"TESOURO - EDUCAÇÃO (112000000)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ"
"3956";"CONTRATO A EXECUÇÃO DOS SERVIÇOS DE SUBSTITUIÇÃO DE TRANSFORMADORES ALIMENTADORES  E SUBALIMENTADORES  CERES/CURRAIS NOVOS/RN";"01/09/2008 - 29/11/2008";"89";"FINALIZADA";"9/2008";" 02.482.629/0001-40 - CCW - ENGENHARIA LTDA - EPP / CCW ENGENHARIA";"TOMADA DE PREÇO";"R$       239.978,10";"TESOURO - EDUCAÇÃO (112000000)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"62";"ADMINISTRAÇÃO DO CERES - CURRAIS NOVOS"
"3967";"CONSTITUI OBJETO DO PRESENTE CONTRATO OS SERVIÇOS DE  REFORMA NA ENFERMARIA, FACHADA PRINCIPAL, SALA DE RAIO-X E INSTALAÇÕES PREDIAIS DE GASES ESPECIAIS NO HOSPITAL DE PEDIATRIA DA UFRN";"01/09/2008 - 29/12/2008";"119";"FINALIZADA";"12/2008";" 09.469.705/0001-27 - R&H ENGENHARIA LTDA";"TOMADA DE PREÇO";"R$       497.329,30";"TAXAS ACADEMICAS/CONCURSOS (250154009)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"1424";"HOSPED - HOSPITAL DE PEDIATRIA"
"3978";"EXECUÇÃO DOS SERVIÇOS DE REFORMA DAS RESIDÊNCIAS UNIVERSITÁRIA MASCULINA E FEMININA DA UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE (RUA MIPIBU)";"05/09/2008 - 04/12/2008";"90";"FINALIZADA";"7/2008";" 04.201.519/0001-99 - ESTRUTURAL EDIFICAÇÕES E PROJETOS LTDA";"TOMADA DE PREÇO";"R$       324.320,05";"TAXAS ACADEMICAS/CONCURSOS (250154009)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS"
"4003";"CONTRATAÇÃO DE EMPRESA PARA PRESTAR SERVIÇOS DE ADAPTAÇÃO DE SUBALIMENTADORES DE ENERGIA ELÉTRICA PARA AMBULATÓRIO DO HOSPITAL DE PEDIATRIA DA UFRN";"08/09/2008 - 07/11/2008";"60";"FINALIZADA";"14/2008";" 02.482.629/0001-40 - CCW - ENGENHARIA LTDA - EPP / CCW ENGENHARIA";"TOMADA DE PREÇO";"R$        23.173,40";"TAXAS ACADEMICAS/CONCURSOS (250154009)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"1424";"HOSPED - HOSPITAL DE PEDIATRIA"
"4036";"CONSTITUI OBJETO DO PRESENTE CONTRATO A EXECUÇÃO DA REFORMA DO AUDITÓRIO E LABORATÓRIO DO DEPARTAMENTO DE ENGENHARIA QUÍMICA/CENTRO DE TECNOLOGIA - UFRN";"23/09/2008 - 21/12/2008";"89";"FINALIZADA";"10/2008";" 09.469.705/0001-27 - R&H ENGENHARIA LTDA";"TOMADA DE PREÇO";"R$        53.755,68";"TESOURO - EDUCAÇÃO (112000000)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"445";"CENTRO DE TECNOLOGIA"
"4039";"EXECUÇÃO DOS SERVIÇOS DE AMPLIAÇÃO DAS INSTALAÇÕES DO LABORATÓRIO DE MATERIAIS COMPLEMENTARES/CENTRO DE TECNOLOGIA -UFRN";"26/09/2008 - 23/01/2009";"119";"FINALIZADA";"11/2008";" 09.469.705/0001-27 - R&H ENGENHARIA LTDA";"TOMADA DE PREÇO";"R$       128.288,14";"TAXAS ACADEMICAS/CONCURSOS (250154009)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"445";"CENTRO DE TECNOLOGIA"
"4065";"CONSTITUI OBJETO DO PRESENTE CONTRATO OS SERVIÇOS DE SUBSTITUIÇÃO DE PISO NOS SETORES DE PEDIATRIA E FARMÁCIA NO HOSPITAL UNIVERSITÁRIO ANA BEZERRA, SOB O REGIME DE EMPREITADA POR PREÇO GLOBAL, COM FORNECIMENTO DE MATERIAL, FERRAMENTAL, EQUIPAMENTOS E MÃO-DE-OBRA";"06/10/2008 - 04/01/2009";"90";"FINALIZADA";"28/2008";" 04.751.986/0001-92 - F DOIS ENGENHARIA LTDA";"TOMADA DE PREÇO";"R$        52.088,42";"TESOURO - EDUCAÇÃO (112000000)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA"
"4081";"CONSTRUÇÃO DO LABORATÓRIO LAMTRE/CATRE.";"16/10/2008 - 13/06/2009";"240";"CONTRATO FINALIZADO";"1/2008";" 40.793.705/0001-28 - ECN-EMPRESA DE CONSTRUÇÃO NATAL LTDA";"TOMADA DE PREÇO";"R$       477.877,05";"TESOURO - EDUCAÇÃO (112000000)";"16/01/2006 - 16/01/2013";"CENPES/FUNPEC/UFRN/REDE 10 2A FASE - REDIC_BSW (682006)";"445";"CENTRO DE TECNOLOGIA"
"4137";"CONSTRUÇÃO DA 1ª ETAPA DO LABORATÓRIO DE PESQUISA EM ENGENHARIA QUÍMICA - UFRN.";"13/11/2008 - 12/04/2009";"150";"FINALIZADA";"6/2008";" 04.201.519/0001-99 - ESTRUTURAL EDIFICAÇÕES E PROJETOS LTDA";"TOMADA DE PREÇO";"R$       286.374,45";"TESOURO - EDUCAÇÃO (112000000)";"17/04/2003 - 17/12/2010";"FINEP/INFRA-ESTRUTURA III (1122003)";"445";"CENTRO DE TECNOLOGIA"
"4184";"CONSTITUI OBJETO DO PRESENTE CONTRATO OS SERVIÇOS DE RECUPERAÇÃO DO PARQUE POLI-ESPORTIVO DO CAMPUS UNIVERSITÁRIO CENTRAL DA UFRN, SOB O REGIME DE EMPREITADA POR PREÇO UNITÁRIO, COM FORNECIMENTO DE MATERIAL, FERRAMENTAL, EQUIPAMENTOS E MÃO-DE-OBRA, OBSERVADOS O PROJETO BÁSICO E EXECUTIVO, PLANILHAS DE QUANTITATIVOS E DEMAIS ANEXOS DA TOMADA DE PREÇOS N° 017/2008 - ";"20/11/2008 - 20/03/2009";"120";"FINALIZADA";"17/2008";" 09.389.289/0001-57 - AC ENGENHARIA LTDA - EPP";"TOMADA DE PREÇO";"R$       328.049,72";"TESOURO - EDUCAÇÃO (112000000)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"1464";"PARQUE POLIESPORTIVO"
"4259";"CONSTITUI OBJETO DO PRESENTE CONTRATO OS SERVIÇOS DE IMPERMEABILIZAÇÃO DA COBERTURA DO LABORATÓRIO DE GEOLOGIA DO CENTRO DE CIÊNCIAS EXATAS E DA TERRA DA UFRN";"15/12/2008 - 15/03/2009";"90";"FINALIZADA";"43/2008";" 05.952.175/0001-12 - PROJETUS E ENGENHARIA LTDA";"TOMADA DE PREÇO";"R$        29.164,07";"TESOURO - EDUCAÇÃO (112000000)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA"
"4260";"ELABORAÇÃO DOS PROJETOS EXECUTIVOS COMPLEMENTARES PARA A CONSTRUÇÃO DE UM BLOCO DE SALAS DE AULAS, UM PRÉDIO PARA O LABORATÓRIO DE LÍNGUA ESPANHOLA COM UM ANFITEATRO E UM PRÉDIO PARA A RESIDÊNCIA UNIVERSITÁRIA, TODOS NO CAMPUS DA UFRN NA CIDADE DE CURRAIS NOVOS/RN.";"15/12/2008 - 14/04/2009";"120";"FINALIZADA";"38/2008";" 05.952.175/0001-12 - PROJETUS E ENGENHARIA LTDA";"TOMADA DE PREÇO";"R$        22.470,00";"TESOURO - EDUCAÇÃO (112000000)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ"
"4278";"CONSTITUI OBJETO DO PRESENTE CONTRATO A EXECUÇÃO DOS SERVIÇOS DE MANUTENÇÃO EM SUBESTAÇÕES ABRIGADAS, SITUADAS NO CAMPUS UNIVERSITÁRIO CENTRAL DA UFRN,";"18/12/2008 - 18/03/2009";"90";"FINALIZADA";"8/2008";" 02.482.629/0001-40 - CCW - ENGENHARIA LTDA - EPP / CCW ENGENHARIA";"TOMADA DE PREÇO";"R$       372.135,06";"TESOURO - EDUCAÇÃO (112000000)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE"
"4279";"CONSTITUI OBJETO DO PRESENTE CONTRATO DE SERVIÇO DE AMBIENTAÇÃO DA FARMÁCIA DO HOSPITAL DE PEDIATRIA PROFESSOR HERIBERTO BEZERRA  -  HOSPED/UFRN";"15/12/2008 - 14/04/2009";"120";"FINALIZADA";"31/2008";" 04.201.519/0001-99 - ESTRUTURAL EDIFICAÇÕES E PROJETOS LTDA";"TOMADA DE PREÇO";"R$        45.391,20";"TESOURO - EDUCAÇÃO (112000000)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"1424";"HOSPED - HOSPITAL DE PEDIATRIA"
